key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2024-05-03 13:03:50.3820069,19.11,2024-05-03 13:03:50 UTC,-74.15922410286089,40.69574201710937,-74.21049546032921,40.68418966002257,1
2024-10-27 16:31:10.8780070,19.46,2024-10-27 16:31:10 UTC,-73.89121700521413,40.76168384120648,-73.95654193555072,40.75807012879891,1
2024-07-28 05:28:04.8590071,9.29,2024-07-28 05:28:04 UTC,-73.99593567778103,40.755324512687835,-73.97817895646229,40.758344594451515,1
2024-06-11 17:19:13.5500072,8.33,2024-06-11 17:19:13 UTC,-73.99995746131229,40.757161774491934,-74.00016205349445,40.74058107721167,1
2024-09-30 10:02:37.4660073,43.36,2024-09-30 10:02:37 UTC,-73.97909278625256,40.71995411188388,-73.88281343907235,40.79909958933704,1
2024-04-23 19:43:19.9790074,78.5,2024-04-23 19:43:19 UTC,-73.77934706016592,40.65291313753545,-73.98654237418829,40.7435681098621,2
2024-04-08 12:03:42.4610075,27.93,2024-04-08 12:03:42 UTC,-73.87977522609803,40.7553710430346,-73.9950346739999,40.75683876231125,4
2024-08-05 21:25:47.7740076,36.34,2024-08-05 21:25:47 UTC,-73.89707005849975,40.74864364800859,-74.02204045281381,40.715068935646734,1
2024-04-06 23:36:23.1150077,26.41,2024-04-06 23:36:23 UTC,-73.9867130965575,40.756334815888486,-74.02216778645334,40.69507800158131,1
2024-02-28 15:50:18.4080078,21.27,2024-02-28 15:50:18 UTC,-73.98741659038973,40.74314157990583,-73.97133303312822,40.69343172275843,1
2024-03-05 07:17:11.5090079,15.84,2024-03-05 07:17:11 UTC,-73.98111988782524,40.743585696901796,-73.99596570901492,40.775494525644326,1
2024-03-01 22:49:26.5370080,27.57,2024-03-01 22:49:26 UTC,-73.97757340957561,40.702653977624216,-73.95066368728381,40.7731977852064,1
2024-08-17 02:42:25.1280081,29.77,2024-08-17 02:42:25 UTC,-73.9732976873289,40.774693177882064,-73.88208792741402,40.807648831537165,4
2024-12-02 12:35:46.9350082,20.97,2024-12-02 12:35:46 UTC,-73.98510111386898,40.730144982637604,-73.96274156207811,40.77826047955719,1
2024-05-29 21:39:50.9090083,26.57,2024-05-29 21:39:50 UTC,-74.00798734466323,40.7857251262345,-73.95390304451571,40.737286867611616,1
2024-07-28 12:09:29.9580084,10.33,2024-07-28 12:09:29 UTC,-74.0010911126818,40.741937109981954,-73.98458550746724,40.73469745878388,1
2024-12-05 15:46:39.1700085,29.94,2024-12-05 15:46:39 UTC,-73.9983863669844,40.762188015324135,-73.9654543956853,40.68878979092059,1
2024-08-27 11:16:24.7970086,30.46,2024-08-27 11:16:24 UTC,-73.87771518303393,40.766864391203605,-73.97132736715876,40.73673834490986,3
2024-03-08 16:43:23.7150087,15.61,2024-03-08 16:43:23 UTC,-73.97432208218146,40.74322599089161,-73.98470021284804,40.777191727679764,2
2024-06-28 12:54:13.1090088,24.11,2024-06-28 12:54:13 UTC,-73.9521431746172,40.711810789323756,-73.9798774706743,40.775748907830625,1
2024-06-18 19:16:52.8240089,13.68,2024-06-18 19:16:52 UTC,-74.00346404748089,40.688189744849275,-73.97575438084667,40.69157815636799,1
2024-10-28 06:45:17.7240090,6.72,2024-10-28 06:45:17 UTC,-73.99915341869763,40.76020648909845,-73.9988070606346,40.76266182272822,1
2024-12-07 00:53:41.1960091,74.8,2024-12-07 00:53:41 UTC,-73.75904874765428,40.64092203950147,-73.94955570594628,40.76716471694089,1
2024-06-05 12:28:46.7870092,67.97,2024-06-05 12:28:46 UTC,-73.88196005946814,40.766480813431805,-74.16706678333279,40.711042403346546,5
2024-11-17 00:26:30.2790093,11.3,2024-11-17 00:26:30 UTC,-73.96839730431893,40.76827153829855,-73.97672259853222,40.78429339841657,1
2024-08-26 11:22:00.8130094,46.88,2024-08-26 11:22:00 UTC,-73.87695479780288,40.792482588491595,-74.00154061785035,40.69975944784133,1
2024-05-04 11:15:06.5370095,18.6,2024-05-04 11:15:06 UTC,-74.00223881782935,40.70535083144534,-74.00054120202131,40.761947858086536,1
2024-09-25 23:32:26.8110096,31.02,2024-09-25 23:32:26 UTC,-74.01285790519061,40.69607156562424,-73.96522220178424,40.75550843700869,6
2024-10-25 03:20:05.1670097,19.97,2024-10-25 03:20:05 UTC,-74.00191457222166,40.71299911297989,-73.97737777969772,40.75421999177137,1
2024-05-11 16:55:20.2040098,40.94,2024-05-11 16:55:20 UTC,-73.98563299965785,40.76462357125641,-73.82959037951258,40.784916471341276,2
2024-01-05 02:49:06.1760099,8.62,2024-01-05 02:49:06 UTC,-73.9708508697283,40.75372647417341,-73.96491853512654,40.754538865685525,5
